recency,frequency,monetary,r_rank_norm,f_rank_norm,m_rank_norm,RFM_score,customer_segment
273,1,158.22,41.65,43.48,66.44,2.81,Low
505,1,93.31,6.98,43.48,42.57,1.87,Low
238,1,85.21,48.15,43.48,38.52,2.07,Low
287,1,36.09,37.33,43.48,7.42,1.1,lost customers
153,2,478.68,68.72,91.93,92.55,4.44,High
307,1,245.35,32.76,43.48,81.7,3.18,Medium
335,2,226.0,28.62,91.93,79.67,3.77,Medium
358,1,168.29,25.28,43.48,69.28,2.77,Low
441,1,79.2,14.24,43.48,35.64,1.73,Low
124,1,56.77,76.21,43.48,21.0,1.78,Low
275,1,160.51,41.01,43.48,67.02,2.83,Low
285,1,22.77,38.44,43.48,1.08,0.93,lost customers
461,1,30.75,12.11,43.48,3.95,0.81,lost customers
411,1,211.77,18.02,43.48,77.52,2.95,Low
289,1,61.75,36.12,43.48,24.22,1.57,lost customers
237,1,106.97,48.51,43.48,48.85,2.36,Low
113,1,61.14,78.93,43.48,23.9,1.88,Low
342,1,175.82,27.7,43.48,71.07,2.84,Low
338,1,80.2,28.1,43.48,36.1,1.85,Low
181,1,68.65,62.16,43.48,29.22,1.91,Low
79,1,86.71,85.24,43.48,39.29,2.37,Low
70,1,60.42,87.31,43.48,23.46,1.93,Low
372,2,528.32,23.21,91.93,93.49,4.13,High
342,4,7667.84,27.7,98.88,99.95,4.44,High
425,1,36.75,16.09,43.48,7.84,0.95,lost customers
363,1,64.0,24.58,43.48,25.84,1.53,lost customers
26,1,85.7,97.65,43.48,38.78,2.45,Low
93,3,948.6,82.17,97.68,97.47,4.76,Top
176,1,84.92,63.09,43.48,38.34,2.17,Low
135,1,38.22,72.92,43.48,9.15,1.42,lost customers
392,1,81.72,20.54,43.48,36.63,1.81,Low
65,1,112.24,87.99,43.48,50.84,2.72,Low
441,1,102.03,14.24,43.48,46.49,2.04,Low
169,1,200.35,64.85,43.48,75.81,3.26,Medium
232,2,96.22,49.49,91.93,43.8,2.91,Low
121,1,109.75,76.65,43.48,49.98,2.61,Low
266,1,52.27,43.2,43.48,18.16,1.45,lost customers
144,1,55.31,70.88,43.48,20.28,1.72,Low
355,1,365.42,25.94,43.48,89.23,3.35,Medium
72,2,977.1,86.63,91.93,97.59,4.72,Top
287,1,183.84,37.33,43.48,72.62,2.96,Low
338,1,73.27,28.1,43.48,32.06,1.73,Low
189,1,37.76,60.04,43.48,8.64,1.31,lost customers
393,1,453.58,20.34,43.48,91.96,3.38,Medium
103,1,460.61,80.38,43.48,92.13,3.84,Medium
19,1,134.36,99.42,43.48,59.16,3.04,Medium
214,1,42.77,54.13,43.48,11.89,1.35,lost customers
99,1,143.9,81.03,43.48,62.37,2.99,Low
148,1,83.1,69.62,43.48,37.39,2.2,Low
560,1,37.72,2.54,43.48,8.6,0.87,lost customers
111,1,130.65,79.42,43.48,57.95,2.86,Low
47,1,85.81,91.81,43.48,38.84,2.4,Low
292,1,218.24,35.55,43.48,78.64,3.12,Medium
484,1,48.15,9.18,43.48,15.71,1.13,lost customers
345,1,60.1,27.09,43.48,23.32,1.48,lost customers
289,1,50.1,36.12,43.48,16.93,1.36,lost customers
246,1,319.58,46.03,43.48,87.06,3.44,Medium
565,1,43.77,2.42,43.48,12.59,0.99,lost customers
278,1,282.52,40.58,43.48,84.62,3.32,Medium
47,1,70.85,91.81,43.48,30.49,2.17,Low
496,1,190.4,7.86,43.48,73.97,2.78,Low
225,1,177.41,51.22,43.48,71.43,3.03,Medium
342,1,752.04,27.7,43.48,96.19,3.56,Medium
33,1,55.43,95.63,43.48,20.33,1.91,Low
124,6,7849.08,76.21,99.68,99.95,4.82,Top
540,2,770.6,4.2,91.93,96.35,4.06,High
30,1,111.78,96.1,43.48,50.62,2.77,Low
161,1,130.24,66.7,43.48,57.85,2.76,Low
287,1,150.7,37.33,43.48,64.47,2.73,Low
100,1,85.41,80.68,43.48,38.63,2.31,Low
125,1,54.03,75.83,43.48,19.32,1.73,Low
491,2,894.48,8.29,91.93,97.21,4.12,High
400,1,273.49,19.37,43.48,84.04,3.15,Medium
20,1,1117.99,99.18,43.48,98.06,4.15,High
513,2,54.74,6.36,91.93,19.76,1.9,Low
244,1,40.0,46.76,43.48,10.12,1.25,lost customers
539,1,199.7,4.34,43.48,75.72,2.8,Low
22,1,48.3,98.48,43.48,15.9,1.8,Low
114,1,108.92,78.6,43.48,49.71,2.62,Low
176,1,237.08,63.09,43.48,80.9,3.39,Medium
252,1,85.15,44.91,43.48,38.48,2.04,Low
259,1,107.95,44.15,43.48,49.32,2.35,Low
98,1,34.13,81.31,43.48,6.13,1.39,lost customers
299,1,153.2,34.02,43.48,65.11,2.72,Low
312,1,156.74,31.94,43.48,65.99,2.73,Low
350,1,396.2,26.5,43.48,90.35,3.38,Medium
92,1,217.55,82.56,43.48,78.5,3.47,Medium
37,1,81.96,93.99,43.48,36.78,2.36,Low
28,1,259.01,96.93,43.48,82.92,3.7,Medium
546,1,41.01,3.7,43.48,10.81,0.94,lost customers
422,1,62.17,16.31,43.48,24.54,1.43,lost customers
209,1,418.5,54.69,43.48,91.07,3.61,Medium
117,1,1022.65,78.26,43.48,97.77,3.98,Medium
169,1,136.3,64.85,43.48,59.82,2.8,Low
202,1,32.42,56.75,43.48,5.01,1.18,lost customers
120,1,38.28,77.1,43.48,9.21,1.45,lost customers
400,1,117.94,19.37,43.48,53.55,2.28,Low
50,1,202.91,90.79,43.48,76.16,3.46,Medium
278,1,48.27,40.58,43.48,15.86,1.36,lost customers
49,1,1930.34,91.18,43.48,99.25,4.12,High
328,5,3206.0,29.68,99.41,99.72,4.46,High
184,2,373.2,61.2,91.93,89.62,4.3,High
177,1,138.73,62.8,43.48,60.8,2.81,Low
537,2,139.8,4.56,91.93,61.2,3.07,Medium
250,1,206.72,45.38,43.48,76.76,3.14,Medium
22,2,186.56,98.48,91.93,73.14,4.11,High
196,2,340.32,58.25,91.93,88.1,4.23,High
583,1,81.0,1.17,43.48,36.36,1.65,Low
369,2,397.8,23.68,91.93,90.41,4.04,High
79,1,52.57,85.24,43.48,18.32,1.77,Low
120,1,190.0,77.1,43.48,73.88,3.29,Medium
133,1,314.53,73.32,43.48,86.67,3.63,Medium
375,1,312.39,22.94,43.48,86.52,3.25,Medium
90,2,564.62,83.17,91.93,94.01,4.59,Top
188,1,537.99,60.41,43.48,93.62,3.73,Medium
139,2,104.62,72.23,91.93,47.65,3.19,Medium
335,2,250.0,28.62,91.93,82.13,3.84,Medium
186,1,195.71,61.02,43.48,74.99,3.2,Medium
407,1,33.69,18.4,43.48,5.73,0.91,lost customers
78,1,39.17,85.6,43.48,9.74,1.53,lost customers
208,1,179.6,55.14,43.48,71.9,3.07,Medium
491,1,102.03,8.29,43.48,46.49,2.0,Low
418,3,72.83,17.07,97.68,31.75,2.4,Low
418,4,828.28,17.07,98.88,96.79,4.27,High
377,1,96.71,22.65,43.48,44.03,2.03,Low
594,1,45.86,0.63,43.48,14.11,1.02,lost customers
513,1,191.19,6.36,43.48,74.1,2.77,Low
286,1,159.74,37.94,43.48,66.85,2.8,Low
57,1,32.23,89.15,43.48,4.82,1.41,lost customers
502,1,83.59,7.39,43.48,37.68,1.74,Low
544,1,222.68,3.94,43.48,79.25,2.9,Low
148,1,48.29,69.62,43.48,15.88,1.58,lost customers
426,1,85.05,15.9,43.48,38.37,1.82,Low
42,1,194.33,92.9,43.48,74.68,3.43,Medium
148,1,83.75,69.62,43.48,37.76,2.21,Low
225,1,349.76,51.22,43.48,88.54,3.52,Medium
15,1,256.59,99.85,43.48,82.71,3.71,Medium
49,1,81.24,91.18,43.48,36.49,2.33,Low
168,1,112.05,65.27,43.48,50.76,2.55,Low
26,1,53.85,97.65,43.48,19.13,1.89,Low
113,1,82.33,78.93,43.48,36.93,2.25,Low
161,1,175.02,66.7,43.48,70.87,3.13,Medium
28,1,89.77,96.93,43.48,41.01,2.5,Low
176,1,57.03,63.09,43.48,21.29,1.69,Low
221,1,87.8,52.38,43.48,40.03,2.14,Low
232,2,160.36,49.49,91.93,66.98,3.57,Medium
41,2,237.24,93.18,91.93,80.92,4.29,High
42,2,371.42,92.9,91.93,89.55,4.54,Top
128,1,27.79,74.55,43.48,2.71,1.24,lost customers
189,1,90.85,60.04,43.48,41.4,2.24,Low
163,1,37.38,66.02,43.48,8.36,1.34,lost customers
267,1,94.21,42.88,43.48,42.9,2.15,Low
266,1,96.8,43.2,43.48,44.1,2.19,Low
476,1,49.84,10.32,43.48,16.73,1.16,lost customers
42,1,68.93,92.9,43.48,29.37,2.14,Low
504,2,424.92,7.11,91.93,91.25,3.94,Medium
86,1,33.13,83.78,43.48,5.49,1.39,lost customers
505,1,130.01,6.98,43.48,57.78,2.31,Low
191,1,738.57,59.4,43.48,96.07,3.79,Medium
182,1,38.95,61.87,43.48,9.54,1.34,lost customers
55,2,270.12,89.71,91.93,83.83,4.35,High
285,5,900.25,38.44,99.41,97.23,4.45,High
118,1,89.48,77.93,43.48,40.89,2.36,Low
464,1,76.08,11.6,43.48,33.71,1.66,Low
682,1,263.93,0.24,43.48,83.28,2.98,Low
390,1,31.77,20.92,43.48,4.53,0.89,lost customers
128,1,52.71,74.55,43.48,18.44,1.69,Low
187,1,28.93,60.76,43.48,3.21,1.16,lost customers
440,1,89.27,14.38,43.48,40.76,1.88,Low
294,1,96.02,34.89,43.48,43.73,2.12,Low
70,1,24.23,87.31,43.48,1.4,1.3,lost customers
138,1,360.54,72.55,43.48,89.03,3.69,Medium
98,1,173.89,81.31,43.48,70.65,3.23,Medium
497,1,72.9,7.69,43.48,31.79,1.57,lost customers
418,1,212.59,17.07,43.48,77.66,2.95,Low
412,1,297.39,17.85,43.48,85.59,3.18,Medium
181,1,60.88,62.16,43.48,23.7,1.75,Low
217,1,439.72,53.21,43.48,91.65,3.62,Medium
26,1,88.87,97.65,43.48,40.58,2.5,Low
398,2,302.92,19.74,91.93,85.89,3.88,Medium
299,1,35.77,34.02,43.48,7.16,1.07,lost customers
524,2,404.56,5.62,91.93,90.59,3.91,Medium
579,1,98.79,1.57,43.48,45.07,1.9,Low
307,1,133.86,32.76,43.48,59.03,2.54,Low
141,2,281.84,71.36,91.93,84.58,4.23,High
301,1,102.38,33.49,43.48,46.66,2.19,Low
189,1,146.04,60.04,43.48,63.01,2.85,Low
209,1,34.0,54.69,43.48,5.97,1.19,lost customers
159,1,87.03,67.37,43.48,39.49,2.24,Low
210,1,126.92,54.35,43.48,56.71,2.63,Low
121,1,117.96,76.65,43.48,53.6,2.71,Low
202,1,89.08,56.75,43.48,40.67,2.19,Low
337,1,103.55,28.28,43.48,47.25,2.17,Low
281,1,258.74,39.3,43.48,82.89,3.27,Medium
140,1,87.95,71.82,43.48,40.12,2.29,Low
236,1,137.6,48.83,43.48,60.31,2.69,Low
187,2,26.13,60.76,91.93,1.91,1.8,Low
242,1,226.71,47.19,43.48,79.75,3.24,Medium
126,1,58.22,75.41,43.48,22.22,1.81,Low
36,1,134.04,94.46,43.48,59.08,3.0,Low
244,1,215.6,46.76,43.48,78.17,3.19,Medium
309,1,36.78,32.28,43.48,7.92,1.08,lost customers
204,1,136.5,55.99,43.48,59.89,2.74,Low
464,1,92.46,11.6,43.48,42.08,1.89,Low
16,1,20.38,99.67,43.48,0.52,1.37,lost customers
174,1,75.25,63.8,43.48,33.3,2.04,Low
277,1,148.49,40.82,43.48,63.91,2.74,Low
55,1,198.69,89.71,43.48,75.53,3.43,Medium
175,1,32.83,63.49,43.48,5.33,1.24,lost customers
209,1,101.91,54.69,43.48,46.42,2.34,Low
64,1,110.31,88.19,43.48,50.14,2.7,Low
533,1,106.78,4.86,43.48,48.68,2.03,Low
218,1,273.01,52.84,43.48,84.0,3.4,Medium
453,1,38.84,12.97,43.48,9.48,0.98,lost customers
597,1,651.84,0.5,43.48,95.18,3.33,Medium
71,1,92.74,86.93,43.48,42.25,2.46,Low
169,2,1256.84,64.85,91.93,98.42,4.58,Top
147,2,62.31,69.99,91.93,24.63,2.51,Low
456,1,519.65,12.6,43.48,93.33,3.36,Medium
26,1,164.15,97.65,43.48,68.11,3.28,Medium
586,2,322.24,1.07,91.93,87.21,3.78,Medium
126,1,157.91,75.41,43.48,66.36,3.07,Medium
222,1,115.35,52.15,43.48,52.22,2.49,Low
412,1,315.11,17.85,43.48,86.72,3.21,Medium
187,1,119.18,60.76,43.48,54.07,2.61,Low
120,1,89.45,77.1,43.48,40.87,2.35,Low
33,2,273.4,95.63,91.93,84.04,4.4,High
530,1,35.51,5.2,43.48,7.0,0.85,lost customers
166,1,162.41,65.82,43.48,67.5,3.03,Medium
132,1,68.64,73.76,43.48,29.21,1.99,Low
126,2,378.16,75.41,91.93,89.8,4.41,High
396,1,142.46,20.06,43.48,61.91,2.52,Low
242,1,127.72,47.19,43.48,56.98,2.59,Low
491,2,572.6,8.29,91.93,94.14,4.03,High
69,1,37.78,87.6,43.48,8.75,1.52,lost customers
532,2,443.4,4.99,91.93,91.72,3.94,Medium
138,1,70.84,72.55,43.48,30.48,2.02,Low
435,1,116.94,14.8,43.48,53.0,2.23,Low
258,1,53.4,44.38,43.48,18.91,1.48,lost customers
478,1,103.28,9.94,43.48,47.12,2.03,Low
30,1,75.17,96.1,43.48,33.23,2.28,Low
75,1,419.03,86.41,43.48,91.08,3.85,Medium
160,1,220.28,67.1,43.48,78.97,3.36,Medium
133,1,650.65,73.32,43.48,95.17,3.87,Medium
477,1,33.98,10.13,43.48,5.9,0.85,lost customers
42,1,95.64,92.9,43.48,43.59,2.55,Low
135,2,150.15,72.92,91.93,64.35,3.67,Medium
299,1,155.45,34.02,43.48,65.65,2.73,Low
78,1,53.35,85.6,43.48,18.86,1.79,Low
118,1,109.64,77.93,43.48,49.94,2.62,Low
49,1,23.38,91.18,43.48,1.21,1.33,lost customers
230,2,521.68,50.23,91.93,93.39,4.33,High
208,1,137.18,55.14,43.48,60.14,2.74,Low
327,2,443.84,29.91,91.93,91.73,4.13,High
47,1,203.09,91.81,43.48,76.2,3.47,Medium
196,1,82.62,58.25,43.48,37.08,2.1,Low
92,1,117.57,82.56,43.48,53.3,2.75,Low
505,1,182.91,6.98,43.48,72.47,2.73,Low
139,1,244.5,72.23,43.48,81.63,3.48,Medium
287,1,259.94,37.33,43.48,82.98,3.25,Medium
315,2,104.16,31.64,91.93,47.46,2.88,Low
219,1,61.75,52.55,43.48,24.22,1.69,Low
64,1,81.43,88.19,43.48,36.52,2.31,Low
482,1,117.15,9.57,43.48,53.15,2.2,Low
702,1,24.52,0.02,43.48,1.46,0.65,lost customers
372,6,924.48,23.21,99.68,97.38,4.34,High
447,1,67.28,13.64,43.48,28.2,1.51,lost customers
223,2,391.44,51.86,91.93,90.22,4.25,High
30,1,57.99,96.1,43.48,22.02,1.96,Low
181,1,64.23,62.16,43.48,26.18,1.82,Low
231,1,84.34,49.87,43.48,38.09,2.07,Low
218,1,224.71,52.84,43.48,79.51,3.27,Medium
349,1,75.38,26.71,43.48,33.35,1.76,Low
151,1,133.06,69.18,43.48,58.68,2.8,Low
306,1,59.01,32.97,43.48,22.74,1.5,lost customers
295,1,46.78,34.57,43.48,14.71,1.29,lost customers
70,2,217.76,87.31,91.93,78.55,4.18,High
49,1,566.4,91.18,43.48,94.04,3.97,Medium
177,1,136.08,62.8,43.48,59.76,2.78,Low
225,1,161.46,51.22,43.48,67.23,2.91,Low
19,1,107.76,99.42,43.48,49.11,2.75,Low
400,2,314.44,19.37,91.93,86.67,3.9,Medium
294,1,318.4,34.89,43.48,86.94,3.35,Medium
79,1,402.1,85.24,43.48,90.53,3.83,Medium
279,1,31.01,40.21,43.48,4.08,1.03,lost customers
99,1,43.22,81.03,43.48,12.3,1.57,lost customers
312,1,165.71,31.94,43.48,68.51,2.8,Low
174,1,80.89,63.8,43.48,36.33,2.12,Low
364,1,226.12,24.36,43.48,79.68,3.06,Medium
142,1,219.27,71.06,43.48,78.82,3.39,Medium
23,1,576.88,98.06,43.48,94.2,4.03,High
183,1,560.65,61.49,43.48,93.97,3.75,Medium
69,1,400.66,87.6,43.48,90.49,3.84,Medium
126,1,48.22,75.41,43.48,15.8,1.62,Low
135,1,43.03,72.92,43.48,12.1,1.5,lost customers
30,1,47.93,96.1,43.48,15.57,1.77,Low
208,1,38.9,55.14,43.48,9.51,1.29,lost customers
349,2,592.64,26.71,91.93,94.38,4.18,High
160,2,329.32,67.1,91.93,87.58,4.29,High
491,2,308.24,8.29,91.93,86.2,3.81,Medium
125,2,473.12,75.83,91.93,92.41,4.49,High
190,1,90.88,59.68,43.48,41.43,2.24,Low
70,1,68.53,87.31,43.48,29.15,2.09,Low
173,1,94.55,64.11,43.48,43.1,2.32,Low
156,1,82.83,67.8,43.48,37.23,2.18,Low
93,1,586.1,82.17,43.48,94.31,3.91,Medium
701,1,38.62,0.04,43.48,9.36,0.88,lost customers
510,1,398.85,6.66,43.48,90.45,3.24,Medium
274,4,218.52,41.28,98.88,78.7,3.94,Medium
209,1,69.03,54.69,43.48,29.41,1.86,Low
358,1,60.0,25.28,43.48,23.22,1.46,lost customers
120,1,57.03,77.1,43.48,21.29,1.79,Low
391,2,452.48,20.73,91.93,91.94,4.06,High
544,1,50.83,3.94,43.48,17.27,1.13,lost customers
197,1,94.3,57.82,43.48,42.96,2.27,Low
260,1,51.07,43.99,43.48,17.46,1.44,lost customers
393,1,388.82,20.34,43.48,90.16,3.33,Medium
146,1,60.7,70.32,43.48,23.58,1.81,Low
296,1,291.66,34.37,43.48,85.23,3.3,Medium
92,1,48.72,82.56,43.48,16.12,1.69,Low
193,1,32.61,59.22,43.48,5.1,1.2,lost customers
299,1,73.34,34.02,43.48,32.16,1.78,Low
301,1,59.66,33.49,43.48,23.07,1.52,lost customers
135,2,182.0,72.92,91.93,72.33,3.9,Medium
78,1,50.35,85.6,43.48,17.08,1.74,Low
323,1,162.75,30.43,43.48,67.62,2.76,Low
288,1,31.68,36.66,43.48,4.36,1.01,lost customers
385,1,163.21,21.55,43.48,67.76,2.7,Low
133,1,161.88,73.32,43.48,67.35,3.08,Medium
117,1,71.78,78.26,43.48,31.07,2.08,Low
22,1,81.05,98.48,43.48,36.38,2.38,Low
285,1,29.0,38.44,43.48,3.24,0.99,lost customers
224,1,206.76,51.55,43.48,76.76,3.18,Medium
76,1,170.12,86.13,43.48,69.73,3.24,Medium
302,1,186.06,33.31,43.48,73.04,2.94,Low
356,1,24.73,25.74,43.48,1.51,0.84,lost customers
36,1,117.37,94.46,43.48,53.22,2.83,Low
495,1,283.18,8.02,43.48,84.65,3.08,Medium
464,1,146.35,11.6,43.48,63.09,2.49,Low
197,1,51.01,57.82,43.48,17.4,1.54,lost customers
133,2,192.52,73.32,91.93,74.3,3.95,Medium
167,2,285.84,65.58,91.93,84.87,4.2,High
497,1,156.25,7.69,43.48,65.86,2.54,Low
525,1,106.19,5.5,43.48,48.41,2.03,Low
386,1,41.09,21.31,43.48,10.86,1.08,lost customers
436,1,109.77,14.64,43.48,49.98,2.14,Low
133,1,318.23,73.32,43.48,86.92,3.64,Medium
30,1,218.51,96.1,43.48,78.7,3.57,Medium
434,1,40.0,14.95,43.48,10.12,1.01,lost customers
266,1,140.33,43.2,43.48,61.37,2.68,Low
384,1,689.81,21.74,43.48,95.6,3.5,Medium
149,1,176.82,69.34,43.48,71.31,3.16,Medium
544,1,27.75,3.94,43.48,2.59,0.71,lost customers
406,2,197.92,18.58,91.93,75.38,3.57,Medium
26,2,475.2,97.65,91.93,92.46,4.65,Top
422,1,45.38,16.31,43.48,13.84,1.13,lost customers
384,1,128.24,21.74,43.48,57.18,2.4,Low
43,1,213.47,92.56,43.48,77.78,3.52,Medium
100,1,154.12,80.68,43.48,65.33,3.08,Medium
349,1,161.12,26.71,43.48,67.15,2.72,Low
482,1,60.12,9.57,43.48,23.35,1.35,lost customers
250,1,35.0,45.38,43.48,6.56,1.14,lost customers
350,1,138.96,26.5,43.48,60.9,2.54,Low
29,1,56.1,96.54,43.48,20.66,1.92,Low
397,1,1020.84,19.93,43.48,97.76,3.54,Medium
309,1,116.0,32.28,43.48,52.52,2.35,Low
344,1,88.34,27.27,43.48,40.31,1.96,Low
155,1,175.02,68.05,43.48,70.87,3.14,Medium
183,6,8057.88,61.49,99.68,99.96,4.71,Top
345,1,343.71,27.09,43.48,88.26,3.33,Medium
193,1,466.16,59.22,43.48,92.26,3.68,Medium
158,6,3487.5,67.6,99.68,99.76,4.75,Top
215,1,48.6,53.87,43.48,16.01,1.47,lost customers
96,1,155.77,81.81,43.48,65.74,3.1,Medium
511,1,64.51,6.57,43.48,26.36,1.41,lost customers
267,1,74.17,42.88,43.48,32.7,1.86,Low
361,1,124.42,24.96,43.48,55.83,2.39,Low
559,2,277.24,2.65,91.93,84.28,3.71,Medium
505,1,133.32,6.98,43.48,58.79,2.34,Low
187,1,302.24,60.76,43.48,85.86,3.51,Medium
421,1,72.45,16.49,43.48,31.51,1.63,Low
329,2,235.02,29.47,91.93,80.66,3.81,Medium
560,1,79.78,2.54,43.48,35.93,1.65,Low
541,1,81.88,4.07,43.48,36.71,1.69,Low
117,1,49.43,78.26,43.48,16.56,1.67,Low
30,1,97.32,96.1,43.48,44.34,2.59,Low
184,1,39.94,61.2,43.48,10.06,1.35,lost customers
225,1,48.19,51.22,43.48,15.73,1.44,lost customers
242,1,55.09,47.19,43.48,20.05,1.53,lost customers
99,1,39.16,81.03,43.48,9.74,1.49,lost customers
100,2,219.48,80.68,91.93,78.85,4.14,High
348,2,242.0,26.89,91.93,81.38,3.81,Medium
92,1,382.28,82.56,43.48,89.94,3.79,Medium
78,1,137.63,85.6,43.48,60.34,2.97,Low
274,1,657.63,41.28,43.48,95.25,3.63,Medium
113,1,460.61,78.93,43.48,92.13,3.83,Medium
127,1,113.53,74.97,43.48,51.43,2.64,Low
93,1,41.53,82.17,43.48,11.03,1.54,lost customers
93,1,31.95,82.17,43.48,4.65,1.36,lost customers
42,1,156.16,92.9,43.48,65.84,3.18,Medium
301,1,15.75,33.49,43.48,0.07,0.86,lost customers
139,1,131.8,72.23,43.48,58.29,2.81,Low
190,1,354.9,59.68,43.48,88.8,3.59,Medium
324,1,42.59,30.21,43.48,11.74,1.17,lost customers
340,1,74.05,27.99,43.48,32.55,1.75,Low
364,1,158.13,24.36,43.48,66.41,2.68,Low
450,3,331.62,13.16,97.68,87.68,3.97,Medium
235,1,151.9,49.11,43.48,64.76,2.82,Low
534,1,64.42,4.71,43.48,26.29,1.39,lost customers
49,1,72.17,91.18,43.48,31.36,2.19,Low
35,1,42.51,94.85,43.48,11.67,1.65,Low
132,1,48.28,73.76,43.48,15.87,1.61,Low
51,1,278.04,90.36,43.48,84.33,3.69,Medium
208,1,163.25,55.14,43.48,67.79,2.95,Low
161,1,41.29,66.7,43.48,10.97,1.42,lost customers
435,1,321.58,14.8,43.48,87.16,3.2,Medium
565,1,115.34,2.42,43.48,52.21,2.11,Low
273,1,75.16,41.65,43.48,33.2,1.87,Low
551,1,65.7,3.31,43.48,27.13,1.41,lost customers
135,1,90.25,72.92,43.48,41.2,2.33,Low
69,1,40.76,87.6,43.48,10.6,1.57,lost customers
231,1,253.79,49.87,43.48,82.47,3.33,Medium
320,3,264.9,31.05,97.68,83.37,3.98,Medium
120,1,219.77,77.1,43.48,78.89,3.44,Medium
324,1,37.85,30.21,43.48,8.83,1.09,lost customers
119,2,382.28,77.55,91.93,89.94,4.43,High
148,1,292.06,69.62,43.48,85.24,3.56,Medium
35,1,72.72,94.85,43.48,31.66,2.22,Low
50,1,37.24,90.79,43.48,8.25,1.52,lost customers
272,2,179.12,41.99,91.93,71.82,3.65,Medium
435,1,133.56,14.8,43.48,58.89,2.4,Low
281,1,107.9,39.3,43.48,49.29,2.31,Low
146,1,216.18,70.32,43.48,78.28,3.37,Medium
463,1,178.27,11.78,43.48,71.64,2.74,Low
308,1,350.19,32.54,43.48,88.57,3.38,Medium
58,1,163.82,88.88,43.48,68.02,3.21,Medium
35,1,119.89,94.85,43.48,54.35,2.87,Low
70,1,52.58,87.31,43.48,18.34,1.79,Low
386,1,55.09,21.31,43.48,20.05,1.34,lost customers
301,1,61.05,33.49,43.48,23.82,1.54,lost customers
138,1,341.58,72.55,43.48,88.16,3.67,Medium
457,1,48.27,12.43,43.48,15.86,1.15,lost customers
540,1,119.99,4.2,43.48,54.4,2.19,Low
43,1,35.36,92.56,43.48,6.9,1.5,lost customers
576,1,76.66,1.69,43.48,34.08,1.59,lost customers
161,1,160.14,66.7,43.48,66.94,3.02,Medium
43,1,99.26,92.56,43.48,45.24,2.59,Low
495,1,77.84,8.02,43.48,34.99,1.67,Low
197,2,151.2,57.82,91.93,64.6,3.56,Medium
23,1,105.22,98.06,43.48,47.88,2.71,Low
287,1,71.63,37.33,43.48,30.98,1.77,Low
207,1,81.11,55.49,43.48,36.41,2.06,Low
26,1,34.35,97.65,43.48,6.21,1.52,lost customers
244,1,108.0,46.76,43.48,49.35,2.37,Low
435,2,435.64,14.8,91.93,91.53,4.01,High
392,1,143.55,20.54,43.48,62.28,2.54,Low
92,1,31.85,82.56,43.48,4.61,1.36,lost customers
160,1,75.72,67.1,43.48,33.55,2.07,Low
141,1,103.46,71.36,43.48,47.2,2.49,Low
355,2,260.0,25.94,91.93,82.99,3.85,Medium
306,1,37.48,32.97,43.48,8.43,1.1,lost customers
455,1,123.22,12.77,43.48,55.39,2.28,Low
344,1,50.53,27.27,43.48,17.14,1.3,lost customers
243,1,90.17,46.97,43.48,41.15,2.13,Low
21,1,203.23,98.88,43.48,76.22,3.52,Medium
323,1,50.1,30.43,43.48,16.93,1.32,lost customers
428,1,41.34,15.56,43.48,10.98,1.04,lost customers
64,1,220.25,88.19,43.48,78.96,3.52,Medium
161,1,113.11,66.7,43.48,51.23,2.57,Low
350,1,77.57,26.5,43.48,34.71,1.8,Low
43,2,349.52,92.56,91.93,88.52,4.5,High
225,1,57.43,51.22,43.48,21.53,1.61,Low
28,1,145.9,96.93,43.48,62.96,3.13,Medium
596,1,120.74,0.55,43.48,54.6,2.17,Low
96,1,74.1,81.81,43.48,32.61,2.15,Low
503,3,890.16,7.25,97.68,97.19,4.19,High
397,2,392.27,19.93,91.93,90.24,4.01,High
176,2,47.29,63.09,91.93,15.04,2.19,Low
93,1,183.3,82.17,43.48,72.53,3.29,Medium
23,1,198.19,98.06,43.48,75.45,3.49,Medium
284,1,24.1,38.76,43.48,1.37,0.94,lost customers
478,1,76.08,9.94,43.48,33.71,1.64,Low
195,1,1981.22,58.59,43.48,99.29,3.88,Medium
145,1,68.54,70.65,43.48,29.15,1.97,Low
263,1,73.65,43.87,43.48,32.38,1.86,Low
368,1,81.61,23.79,43.48,36.58,1.83,Low
315,1,21.01,31.64,43.48,0.62,0.86,lost customers
266,3,505.53,43.2,97.68,93.04,4.34,High
145,1,143.99,70.65,43.48,62.4,2.92,Low
131,1,212.94,74.16,43.48,77.72,3.38,Medium
534,1,325.58,4.71,43.48,87.38,3.13,Medium
34,1,68.35,95.23,43.48,29.03,2.15,Low
250,1,63.33,45.38,43.48,25.44,1.67,Low
368,1,76.17,23.79,43.48,33.8,1.75,Low
527,1,148.57,5.31,43.48,63.92,2.47,Low
449,1,241.33,13.36,43.48,81.33,3.03,Medium
242,1,55.09,47.19,43.48,20.05,1.53,lost customers
201,1,82.98,57.08,43.48,37.33,2.1,Low
252,1,39.28,44.91,43.48,9.8,1.22,lost customers
35,1,205.95,94.85,43.48,76.65,3.5,Medium
293,1,40.09,35.24,43.48,10.22,1.16,lost customers
114,1,306.51,78.6,43.48,86.1,3.65,Medium
62,2,92.3,88.57,91.93,42.03,3.15,Medium
244,1,319.11,46.76,43.48,87.01,3.44,Medium
505,1,96.29,6.98,43.48,43.84,1.91,Low
